;274768;
операции;2;
Кровток;2;
диаметре;2;
ассимметрично;2;
пораженных;2;
измененНижняя;2;
тахиккардия;2;
эхопозитивный;2;
уплотненыМПП;2;
мереднего;2;
короткие;2;
Определятеся;2;
Коцентрическая;2;
пёстрый;2;
занчимого;2;
снусах;2;
желудочкового;2;
аврехней;2;
счеи;2;
АВЗ;2;
синотубулярном;2;
расслабленияАорта;2;
угловой;2;
Гипоплазия;2;
дилатирована;2;
сниженаДиастолическая;2;
КГзначимая;2;
полусидя;2;
ДТ;2;
АоН;2;
фунция;2;
Умернная;2;
Органы;2;
Электород;2;
бигемении;2;
ПРиклапанная;2;
монофазному;2;
лат;2;
родов;2;
калцинат;2;
фуункционирует;2;
стенкии;2;
контура";2;
ср\;2;
Аополулуня;2;
Кортокий;2;
CX;2;
неповышено;2;
некоторый;2;
Дисакинезия;2;
дисатльного;2;
ускоренДиастолическая;2;
Проба;2;
сопровождающееся;2;
тенью;2;
выступающее;2;
Начальнадя;2;
рассчитанная;2;
ускоренМитральная;2;
неутолщены;2;
заполнено;2;
Вероятен;2;
vcont;2;
нитевидного;2;
нижнеьокового;2;
интродъюсера;2;
Тррег;2;
наслоение;2;
Гипоикнезия;2;
нём;2;
характеристики;2;
TAPSEмм;2;
пробе;2;
раннесистолическая;2;
вовлечение;2;
заполнен;2;
Направление;2;
расчетной;2;
АоКбез;2;
образная;2;
кривой;2;
дистальныхсегменов;2;
расслабленияРасширен;2;
прилапанная;2;
удовлевторительная;2;
синдрома;2;
Аонед;2;
обращают;2;
Недостаточночсть;2;
ЛКА;2;
Гипертрофии;2;
краями;2;
псевжонормальный;2;
кмиокарду;2;
Аолполулуния;2;
систолическоедавление;2;
измененныз;2;
един;2;
АТ;2;
измеренная;2;
заднебоковых;2;
перикардиальному;2;
направлением;2;
ммНg;2;
увеличеноАортальный;2;
герметичны;2;
расширтена;2;
запаяны;2;
периарда;2;
Rтипа;2;
трабекулярности;2;
ЗАКЛЮЧЕНИЕУмеренная;2;
клапанаа;2;
регистрруется;2;
сардца;2;
щит;2;
позднюю;2;
Восхотдел;2;
абез;2;
желудочковых;2;
бооковой;2;
прежнем;2;
Белякова;2;
Значительный;2;
АоНед;2;
биопротеза;2;
гиплкинезщии;2;
Евстахиева;2;
нормыФВ;2;
пробежками;2;
acia;2;
прикрепления;2;
брюшном;2;
степениМитральный;2;
патологичских;2;
Крровоток;2;
границей;2;
изображением;2;
сгустками;2;
нижне;2;
apextobasal;2;
склерозирваны;2;
неритмичный;2;
Диастлолическая;2;
расширеныа;2;
внутрисердечный;2;
соединении;2;
QRSaort;2;
запирательном;2;
печени;2;
створким;2;
\МПП;2;
LAD;2;
переднеперегородочго;2;
УЗкартина;2;
Лебедев;2;
Легкийумеренный;2;
Субэндокардиальное;2;
xp;2;
тсепени;2;
терапию;2;
минимального;2;
субтотальной;2;
цветному;2;
ммВ;2;
кальц;2;
Valve;2;
мтепени;2;
выявить;2;
боковойстенки;2;
нарушенаРасширены;2;
заднее;2;
концентриченсокй;2;
полых;2;
гетерогенная;2;
верхушечнонижнем;2;
расчета;2;
дифференцировать;2;
врожденного;2;
Эхопризнаков;2;
Гипермобильная;2;
сравннию;2;
нижнем;2;
Перикад;2;
задержки;2;
клиники;2;
невозможен;2;
верхушечному;2;
\subмм\nosupersub;2;
переднеперегородчных;2;
асинхрония;2;
далатация;2;
Наиболее;2;
относительным;2;
Sизгиб;2;
Пограничная;2;
морфологии;2;
адгезия;2;
сегментагипокинезии;2;
формируется;2;
Пополулуния;2;
некоронарное;2;
тромботические;2;
артальном;2;
область;2;
малым;2;
проба;2;
уиеренно;2;
дилатированв;2;
ЛД;2;
ассиметричны;2;
удлиненный;2;
Внутрисердечный;2;
расчетным;2;
митральногоклапанов;2;
колебание;2;
значимость;2;
cтвол;2;
утодщен;2;
коцентрическая;2;
ТрРст;2;
ФЦСКЭ;2;
аневризмэктомии;2;
Направления;2;
зарегистрировано;2;
толщены;2;
Массивный;2;
присутствует;2;
градиентов;2;
синусуов;2;
сливному;2;
базальноо;2;
неповышена;2;
облбоковой;2;
TAPS;2;
расширеныВосходящий;2;
аритмий;2;
оценена;2;
аинезия;2;
внутрипросветных;2;
болевым;2;
прилегающее;2;
Петрович;2;
относительна;2;
ТДГОценка;2;
озраст;2;
Iaooaiee;2;
осредней;2;
коллабируется;2;
ДДД;2;
камерх;2;
повышено ;2;
лопатки;2;
субэндокардиальном;2;
псевдонрмальному;2;
гемодинамки;2;
Целесообразна;2;
Расчет;2;
стPHT;2;
кровоснабжения;2;
уплотенены;2;
Транспротезная;2;
Восходяща;2;
компенсаторная;2;
Сравнительно;2;
пблнпг;2;
ьез;2;
повторить;2;
ПН;2;
ИОЛПОстальные;2;
начальные;2;
Минимальноефизиологическое;2;
незначтельно;2;
асинхронность;2;
регургитацийне;2;
Гиперкинетический;2;
вынужденны;2;
ребра;2;
Миокарда;2;
аортыКальциноз;2;
регургитацияприклапанная;2;
Вторичная;2;
тканьжировая;2;
Iaaieuoay;2;
организованные;2;
затруднительно;2;
ствокри;2;
картируется;2;
левогоумеренная;2;
пристеночная;2;
кхаритмолога;2;
поперечнонаправленная;2;
пролабирование;2;
измененСтворки;2;
дренировании;2;
контуров;2;
максград;2;
скегментами;2;
архитектоника;2;
целесообразности;2;
мг;2;
Выраженнный;2;
большинства;2;
позволяет;2;
Эхопризнаки;2;
ЛЖНижняя;2;
Планиметрически;2;
DDDR;2;
гиперэхогенных;2;
аок;2;
катетера;2;
Переднезадний;2;
увеличенСократительная;2;
плёнка;2;
квм;2;
спаяна;2;
Сфокусированный;2;
акинетичен;2;
aeooociiai;2;
поклапанных;2;
ПО;2;
гиперэхогенным;2;
Деформация;2;
Семенович;2;
viscerus;2;
экцентрическая;2;
фибрилляциятрепетание;2;
препаратов;2;
уплотненная;2;
ВЯВ;2;
Жерновков;2;
закрыта;2;
рассчетное;2;
Минимальный;2;
верхуки;2;
фибркольца;2;
SФК;2;
отходит;2;
струёй;2;
орто;2;
QRSpulm;2;
СеннингаМастарда;2;
устьях;2;
кальцинированыЗСМК;2;
ЗАКЛЮЧЕНИЕЭксцентрическая;2;
нелоцируется;2;
инотропных;2;
стединнобазальных;2;
сферилизация;2;
объёмов;2;
Улотнены;2;
Oaaeeaiea;2;
ммДиастолическая;2;
проф;2;
целостной;2;
извлечения;2;
Флотирующих;2;
внутрижелудочкова;2;
нормыИММ*;2;
сободной;2;
утолщене;2;
фиксировано;2;
возможности;2;
Обследование;2;
Sобразное;2;
вищзуализирован;2;
фазами;2;
инфузии;2;
Проводится;2;
домм;2;
расчитан;2;
трудно;2;
обасти;2;
Идиопатический;2;
Больной;2;
чистые;2;
релаксацииСнижение;2;
левыми;2;
нарушающий;2;
Мкольо;2;
сниженияю;2;
преднеперегородочной;2;
смПавые;2;
паттерн;2;
отставанием;2;
умереннно;2;
заключение;2;
РАсчетное;2;
плохое;2;
есть;2;
ЗСМЖП;2;
некомпактный;2;
задненижняя;2;
синусовом;2;
Лаперадзе;2;
каменрами;2;
базальныхпередних;2;
мл\кв;2;
гарнице;2;
Знаичмых;2;
верхшечного;2;
вЛА;2;
хполулунный;2;
MRRV;2;
tiltingdisk;2;
aecoaeeceoaony;2;
видом;2;
наджелудочковой;2;
себя;2;
конец;2;
рамках;2;
нитевидные;2;
неоптимальным;2;
смфибрин;2;
предсердий+ЭКС;2;
регургитацияРасширен;2;
наблюдались;2;
проксимальный;2;
АРст;2;
окрашенный;2;
выполняющее;2;
клапанаудлинены;2;
исследовательский;2;
индеку;2;
переднезаднем;2;
нечеткмими;2;
полулуниях;2;
региональные;2;
четкими;2;
проводимой;2;
прикрепленный;2;
ммАорта;2;
кальцифицированные;2;
Ивановна;2;
створи;2;
нмжнебоковых;2;
дополнительной;2;
Аортальны;2;
механичекий;2;
Владимировна;2;
ИМм;2;
торомб;2;
Полост;2;
 Перикард;2;
верхушкибассейн;2;
транскуспидального;2;
верхушеных;2;
%Сократительная;2;
супрастернально;2;
дополнительном;2;
ЛЖИММЛЖрост;2;
ПЖпограничные;2;
относительного;2;
регургитантный;2;
выстилает;2;
визуализируеться;2;
нижнейнижнеперегородочной;2;
уменьшилась;2;
сократиомти;2;
Решение;2;
нормализиция;2;
знкачительно;2;
первую;2;
оделов;2;
выявленным;2;
смещено;2;
стеепени;2;
"рыхлая";2;
Имеются;2;
равна;2;
серпрвидной;2;
день;2;
голосистолический;2;
АС+;2;
увеличеноКДО;2;
диагональные;2;
обе;2;
отчетливол;2;
заброс;2;
уплотненыМН;2;
СВ;2;
сегентов;2;
сем;2;
показана;2;
рестрикции;2;
силу;2;
Трикуспидальня;2;
Искусственный;2;
увеличеноЛЖ;2;
компактного;2;
интимно;2;
др;2;
\АоК;2;
грубы;2;
Полотсти;2;
градиенты;2;
Умернно;2;
ЛПДилатация;2;
инедостаточность;2;
соотвествеет;2;
минимальнвый;2;
митарльного;2;
коарктации;2;
акинетичные;2;
операция;2;
реперфузионного;2;
позицию;2;
воходящего;2;
однородное;2;
аневризматического;2;
скоростным;2;
аритмогенной;2;
гипоэхогенной;2;
катетер;2;
изминений;2;
одиноые;2;
затрудена;2;
частых;2;
гипертензияАневризма;2;
затруднена!!!!;2;
переднелатеральной;2;
дозы;2;
проведена;2;
сенильные;2;
икслючить;2;
сохраняются;2;
концом;2;
выражены;2;
расширеныДиастолическая;2;
ранне;2;
стненок;2;
нопрмально;2;
направления;2;
миокардарост;2;
"Тентинг";2;
стемени;2;
частками;2;
исключается;2;
характерным;2;
переднесрединного;2;
давлением;2;
использования;2;
Собразный;2;
туннеля;2;
степениВысокая;2;
эмфизема;2;
Лоцировать;2;
nieaiey;2;
трабекулами;2;
которого;2;
функционимрует;2;
заполненное;2;
полиморфные;2;
гиперконтрактильность;2;
гемодинамическую;2;
мало;2;
одним;2;
неподвижен;2;
произведены;2;
миокардаСклеродегенеративные;2;
S’;2;
мж;2;
дисками;2;
Vc;2;
сохраненаФВ;2;
срединнодистальные;2;
позднедиастолическая;2;
сгементов;2;
МКЖ;2;
подозрением;2;
опорное;2;
iieinoe;2;
двухкамерной;2;
сразу;2;
измененЛевое;2;
дальнейшего;2;
лжСохраняется;2;
трехсвторчатый;2;
свежим;2;
формирующейся;2;
артериизначительно;2;
Тяжёлый;2;
индКДО;2;
примущественно;2;
diameter;2;
гемодинамическое;2;
эксцентрическаяОТС;2;
расчитанный;2;
утолщны;2;
массами;2;
сегментовсистолическая;2;
особеностей;2;
гмодинамически;2;
aciaa;2;
кольцом;2;
ЛПМиокард;2;
повышеноКлапанный;2;
давлкение;2;
Некрупные;2;
Некоторый;2;
Глоабльная;2;
пседонормальному;2;
Зеленцов;2;
Дисчкинезия;2;
степеним;2;
неоптиальной;2;
*мм;2;
вз;2;
регургитацияМитральный;2;
конический;2;
хордами;2;
грм;2;
систолическаяч;2;
ЛВ;2;
Врежиме;2;
сигнала;2;
хчасах;2;
кровтока;2;
срединнобазальные;2;
синусовый+;2;
функцию;2;
увеличенного;2;
ассиметричная;2;
обычный;2;
iei;2;
BP%;2;
параст;2;
расширенаРасчетное;2;
изменены\;2;
ЛЖ%;2;
одиночнчноё;2;
СДЛАмм;2;
передненижнеперегородочных;2;
прикалпанная;2;
невыраженная;2;
сканирования;2;
TVIсмсек;2;
листками;2;
~~;2;
planimetry;2;
недостваточно;2;
который;2;
ВИР;2;
нормыМиокард;2;
брюшного;2;
лучевая;2;
послеоперационном;2;
PGmax;2;
сниженаГипокинезия;2;
стЗаключение;2;
герметичная;2;
ЛНПГ;2;
Повторное;2;
вын;2;
ангиография;2;
субэндокардиальное;2;
областиверхушки;2;
измененийЗначимых;2;
серца;2;
Vmax~;2;
олво;2;
рефлюксом;2;
бипокинезия;2;
enoiiai;2;
Cократительная;2;
палаты;2;
неокоронарнойстворке;2;
выстлана;2;
гипоплазии;2;
струй;2;
единичный;2;
увеличенГлобальная;2;
ветви;2;
предсердный;2;
вене;2;
Ситнянский;2;
Аооплулуния;2;
явилась;2;
другими;2;
FAC%;2;
Купирование;2;
фонем;2;
систолодиастолическим;2;
контрпульсация;2;
дианмике;2;
ДС;2;
вверх;2;
Биологический;2;
Аномальная;2;
одна;2;
inversus;2;
A;2;
отек;2;
склеродегенераивные;2;
ПЖАорта;2;
Мкольцасм\секнорма;2;
Эхолокация;2;
гипокинетичных;2;
 Заключение;2;
сохраненаSimpson;2;
давлени;2;
дискинезией;2;
Качесвто;2;
присуствуют;2;
релаксакции;2;
пациенткиДилатация;2;
гроздьевидная;2;
КДЦ;2;
сигналов;2;
нерасширены;2;
Назаров;2;
переднеперегородочная;2;
уплотненыф;2;
заднекй;2;
сокрfтимости;2;
ен;2;
нижними;2;
представлены;2;
бранше;2;
линейной;2;
TAPSEсмсек;2;
Анатольевич;2;
тяжесть;2;
внутри;2;
связано;2;
cms;2;
фр;2;
апикальные;2;
Р;2;
перевода;2;
регургитацияДавление;2;
акустическим;2;
идиовентрикулярныйй;2;
переднебоковая;2;
кальцированы;2;
незначительнео;2;
неравномерный;2;
псевдонорамальному;2;
одного;2;
Нисходящий;2;
утолщенная;2;
иссечения;2;
s;2;
сегментолв;2;
чем;2;
Большая;2;
стадии;2;
восхАо;2;
допхорда;2;
клапануплотнен;2;
визаулизации;2;
нормальною;2;
ускоре;2;
переднеперегрордочной;2;
адгезией;2;
цветном;2;
Аорт;2;
Большой;2;
гиполакинезия;2;
преимущественным;2;
протезированных;2;
визуализациии;2;
дилатированной;2;
нарущения;2;
свободную;2;
Обструкции;2;
болевой;2;
акцентом;2;
гипокинезиис;2;
оценивались;2;
анаменезе;2;
складыватся;2;
один;2;
расслаблениеНезначительная;2;
Прилокации;2;
наложения;2;
эхопозитивная;2;
го;2;
умренно;2;
Объём;2;
недостатоточность;2;
ЛЖпсевдонормальное;2;
ОЖЭ;2;
гипертензияВо;2;
гемодинамическая;2;
нарастанию;2;
движением;2;
протезированиеМК;2;
синхронно;2;
гипокинезя;2;
серединого;2;
параметрам;2;
неполная;2;
умеренные;2;
Замедление;2;
Коарктация;2;
огибающей;2;
Ем;2;
Philips;2;
book;2;
боАортальный;2;
размере;2;
фиброзировна;2;
ЛЖДискинезия;2;
клапанаов;2;
Праве;2;
предсердие\ulnone\b;2;
рестриктиивному;2;
cavity;2;
МЖПбок;2;
центральным;2;
пристеночно;2;
пртокол;2;
ооо;2;
физиологическоеНижняя;2;
АтриомегалияМН;2;
верхушечные;2;
створик;2;
увеличенСократимость;2;
организованного;2;
наполнению;2;
сниженаЗон;2;
ТАРSE;2;
IV;2;
Концентрические;2;
neeaiceiaiu;2;
году;2;
Электороды;2;
полостчх;2;
экстарсистолами;2;
расширенаМПП;2;
ТрР;2;
Региональные;2;
завышена;2;
апикальнных;2;
базльного;2;
мкольца;2;
ТКIII;2;
Вадим;2;
ЛЖрестриктивное;2;
PW;2;
засчет;2;
желедочка;2;
эхоплотные;2;
подклапанной;2;
Удлиненная;2;
КДОКСО;2;
Oiaaiiay;2;
веса;2;
отчетливыми;2;
УЗИ;2;
Дилатации;2;
уплотнеы;2;
акустической;2;
поиск;2;
Кровотока;2;
утолщенГлобальная;2;
Ремоделирование;2;
бранша;2;
оражение;2;
особенностейНПВ;2;
й;2;
жируКоличество;2;
нинжней;2;
Умсеренная;2;
приклапанных;2;
тканевых;2;
ПМЖАДавление;2;
РАХ;2;
утолщенМасса;2;
массивные;2;
фальшхорда;2;
сферичности;2;
тромботичнские;2;
повязка;2;
массивное;2;
эксцентричные;2;
выявленоДопплер;2;
сижена;2;
мсЗаключение;2;
смДиастолическая;2;
oaaeeai;2;
Ускорены;2;
медицинский;2;
сократиетльная;2;
окном;2;
выпячиванием;2;
утолщены ;2;
iaaaiacaaiaai;2;
желудочковыми;2;
синусовый+экстрасистолия;2;
Выраэенная;2;
удалосьВизуализация;2;
млмл;2;
нарушающих;2;
перегородосного;2;
документы;2;
листок;2;
отчетливая;2;
"двойного;2;
уплотинены;2;
итация;2;
сегодня;2;
заднебоковая;2;
левоправое;2;
расширенверх;2;
функцйия;2;
имплантации;2;
Микард;2;
переденеперегородочных;2;
МКольцо;2;
узком;2;
регургитацияКальциноз;2;
некачественным;2;
протяжени;2;
предсердные;2;
дальнейшее;2;
лоцирован;2;
поповышено;2;
ресинхронизирующя;2;
выраженному;2;
боковыз;2;
стовл;2;
сгустков;2;
Аоке;2;
пререднебоковых;2;
норму;2;
позиционным;2;
порока;2;
расширеноИОЛП;2;
стнеки;2;
колабирование;2;
переденего;2;
срезультатом;2;
МНст;2;
митральногоклапана;2;
Правй;2;
образовний;2;
нижнелатерального;2;
целостности;2;
кальциниованы;2;
преходящая;2;
герметична;2;
объёме;2;
Начальный;2;
интимы;2;
Гуреев;2;
сохранен;2;
регургитантных;2;
предсердияНебольшая;2;
локация;2;
сттенок;2;
трикупидальная;2;
высокий;2;
Необднородность;2;
TAPSEсм;2;
Восх;2;
Появилась;2;
првого;2;
reg;2;
расчитанная;2;
установлен;2;
anoeaia;2;
всю;2;
Logiq;2;
наблюдение;2;
боковые;2;
эхо;2;
округлым;2;
сидя;2;
недоступны;2;
Ia;2;
дилятирвано;2;
групповыми;2;
поределяется;2;
нитями;2;
Цель;2;
верхкшечных;2;
Среднее;2;
стенозМитральная;2;
нижнебоковом;2;
Симпсона;2;
нагрузкой;2;
обловального;2;
крупная;2;
стERO;2;
ветвей;2;
приближена;2;
Количесвто;2;
физиологическоеПатологическое;2;
невозможная;2;
TAVSсмс;2;
объёмом;2;
Пчелинцев;2;
организованным;2;
мыщц;2;
сосредоточено;2;
комплексов;2;
№С;2;
отсутствием;2;
пресердий;2;
ЛЖЛёгкие;2;
"парадоксальное";2;
чоастые;2;
изменеия;2;
затрудненая;2;
Триуспидальная;2;
прикрытый;2;
distal;2;
объемев;2;
выявленоУмеренное;2;
поз;2;
Аномальные;2;
придсердий;1;
т н;1;
систолическкая;1;
субэндокардиального;1;
ТКрегугитации;1;
расщеплена;1;
Констриктивных;1;
использованием;1;
периинфарктная;1;
прелдсердия;1;
Vcмм;1;
достижении;1;
варфарина;1;
расширеныАорта;1;
Элетрод;1;
Тишкова;1;
содержимымфибрин;1;
сегшмента;1;
гЛокальное;1;
покрышкой;1;
предсердияИОЛП;1;
Рла;1;
клинической;1;
протяжениии;1;
продольную;1;
зарегистрированы;1;
АЛЖ;1;
миксоматозные;1;
Аополулния;1;
Гипокиинезия;1;
аортальное;1;
млКСО;1;
MVAVTI;1;
сниженаУмеренная;1;
ieiInoaeuiua;1;
сегментнов;1;
aeiayoiaaiai;1;
стыворки;1;
АОмм;1;
увеличенМиокард;1;
регургитацций;1;
Дифференцировать;1;
определенная;1;
ОМС;1;
ДЛЯ;1;
перикарл;1;
лёгких;1;
Дополнения;1;
Нм;1;
шарообразную;1;
хорошей;1;
плость;1;
недостаточностью;1;
Жировая;1;
перекарда;1;
излэхогенной;1;
определятся;1;
отностительное;1;
n;1;
сп;1;
мочеиспускания;1;
свободное;1;
К;1;
ЗАКЛЮЧЕНИЕИдиопатический;1;
митральнго;1;
акинезиибез;1;
систолуДиаметр;1;
желк;1;
Очевидный;1;
Видимых;1;
тяжа;1;
надкоронарного;1;
пролапспередняя;1;
Эсцентрическая;1;
Дмитрий;1;
нп;1;
Iieinoe;1;
степенипапиллярный;1;
воздействет;1;
Четких;1;
срградиентом;1;
формирующего;1;
стенокоймм;1;
сттяжелая;1;
мпод;1;
положений;1;
аортельных;1;
повышеныГлобальная;1;
проксимальнее;1;
ЗСи;1;
поступлении;1;
Сипмсону;1;
стрединных;1;
Створка;1;
мышечная;1;
правильное;1;
ПП*мм;1;
редсердия;1;
знаимая;1;
Трикуспидальную;1;
соединяющий;1;
функционирования;1;
рапсширено;1;
верухшке;1;
прклапанная;1;
расширеныКонцентрическая;1;
саблевидную;1;
повышенаЗначительная;1;
особеннсотей;1;
селезенки;1;
апреля;1;
Сознание;1;
Систолическоеь;1;
регургитантным;1;
уполтнены;1;
Зиновьев;1;
Удалось;1;
ерхушки;1;
сти;1;
всоходящем;1;
Соотношение;1;
эпигастрального;1;
соотвественно;1;
верхушкиучастки;1;
МИтральная;1;
сниженаTs;1;
eciaiaiee;1;
Далатация;1;
мсЛЖ;1;
боАК;1;
всевдонормальному;1;
"сдавление";1;
систолическим;1;
Диффузный;1;
перимембранозный;1;
мокарда;1;
эктопический;1;
камерамидо;1;
увеличенСтенки;1;
расширенв;1;
Информативность;1;
Легкам;1;
ммУплотнены;1;
желудочкаМЖП;1;
увеличенный;1;
транстрикуспидальным;1;
отростка;1;
миокрад;1;
ругургитаций;1;
дегенерации;1;
невышено;1;
структурной;1;
Запаяна;1;
затруднены;1;
МКШ;1;
полуокружность;1;
кальцификаты;1;
Геннадий;1;
кальцина;1;
VE;1;
удовлеворительная;1;
Приклапнная;1;
ноормально;1;
anao;1;
гемодинамика;1;
срединнопереднего;1;
Достоверных;1;
проявление;1;
ЛЖИММЛЖ;1;
Абсолютных;1;
кальцинированна;1;
ситолическая;1;
вторую;1;
Медст;1;
склеротическое;1;
IIIIV;1;
направление;1;
псевднормализации;1;
сниженаДиффузная;1;
свиной;1;
покровы;1;
стРассчетное;1;
зарегистрированно;1;
принято;1;
"стоит";1;
обоихз;1;
поерхности;1;
eaia;1;
трабекулярностью;1;
занижение;1;
Ким;1;
протекз;1;
гематома;1;
задняя"стоит";1;
низкоскоростным;1;
достигающая;1;
Гиперкинетичны;1;
Диффузные;1;
Найквиста;1;
PGсредн;1;
тестов;1;
Наблюдается;1;
гемодинамикиМК;1;
фенотипом;1;
уплотны;1;
перегородочых;1;
Выфраженная;1;
перемещающиеся;1;
тахисистолии!!!;1;
ПКбез;1;
мембрана;1;
перикрд;1;
гипокинезиии+асинхронного;1;
стЛГ;1;
Внутренний;1;
Трансклапанные;1;
фиункции;1;
коммуникации;1;
половины;1;
PVAT;1;
Фибрз;1;
исследовсанием;1;
центре;1;
Ai;1;
Тн;1;
завышен;1;
невизуализированных;1;
Iaoeaio;1;
Алексеев;1;
%без;1;
кончике;1;
ФВBP;1;
дисфункцию;1;
нарушенМитральный;1;
расширеныЭлектроды;1;
неполным;1;
подозрение;1;
неизмененных;1;
ТКприклапанная;1;
Чрезмерно;1;
желудритма;1;
аорто;1;
оптимальнаяСократительная;1;
смыкание;1;
медиальной;1;
систола;1;
физиологическую;1;
третях;1;
получен;1;
щелевидной;1;
расширенСтенки;1;
окончания;1;
диссоциация;1;
РЧ;1;
Ситсолическое;1;
ЛРК;1;
размеровМитральный;1;
морфометрические;1;
Столическое;1;
визуализиции;1;
поворот;1;
ммДМПП;1;
толстые;1;
пораженном;1;
визуализирвоано;1;
iaanaaea;1;
Предыдущая;1;
давлние;1;
камера;1;
стнок;1;
Максимальный;1;
митральтная;1;
%Аорта;1;
naiaaoey;1;
синусово;1;
куполообразную;1;
причинами;1;
нормосистолии;1;
альцинаты;1;
описано;1;
ЗАКЛЮЧЕНИЕАссиметричная;1;
мышечный;1;
данный;1;
совершает;1;
МНедстvcontractaмм;1;
производилось;1;
предсердияМПП;1;
EE;1;
объемомТР;1;
циркуляоно;1;
незначитекльно;1;
Sбразный;1;
нижнией;1;
сисолическая;1;
ACH;1;
обусловленный;1;
кадьцинатом;1;
шарообразной;1;
стандпозиций;1;
гиперкинетичны;1;
бекз;1;
опеределиь;1;
дыхательные;1;
нарушенное;1;
физиоллогическое;1;
кальцинозКальциноз;1;
задненижнебоковой;1;
Препятствий;1;
описанию;1;
граниуе;1;
край;1;
ОИ;1;
грудинно;1;
потимальная;1;
направляет;1;
визуализирующих;1;
монофазный;1;
уплотненных;1;
проявлений;1;
фракцию;1;
спрнтанного;1;
I типу;1;
дилатационный;1;
диастолымс;1;
передними;1;
значением;1;
крючкообразной;1;
верхушкиПоказатели;1;
мышечного;1;
дисфункци;1;
бзального;1;
гипердинамическим;1;
эффекта;1;
РАзмеры;1;
AVAVTI;1;
короткому;1;
ЛПДиастолическая;1;
постстенотическая;1;
измененнный;1;
нез;1;
подковообразный;1;
Азимов;1;
организованными;1;
дистальныз;1;
верхкшечного;1;
конечнодиаст;1;
фя;1;
ai;1;
Но;1;
клапанелегкий;1;
эскцентрическая;1;
БазовыйOeacaoaeuIacaaieaNienieIniiaiieoaenoУказательНазваниеСписокОсновнойтекстЗаголовокДилатация;1;
"ложная";1;
просматриваемых;1;
раслабления;1;
Восходяшая;1;
LCx;1;
преимущественной;1;
Полноценной;1;
участка;1;
паллярных;1;
физиологиеское;1;
Дастолическая;1;
саблевидный;1;
ДМППОтмечается;1;
отслойки;1;
степениРасчетное;1;
кальсинат;1;
диаметруЛЖ;1;
процессе;1;
коолабирования;1;
ппризнаков;1;
Переднеперегород;1;
oeooaiea;1;
ха;1;
снаружи;1;
Рек;1;
учётом;1;
очагового;1;
декстракардия;1;
ФВЛЖ;1;
констриктивного;1;
анестензией;1;
Легчная;1;
фииПМК;1;
Борис;1;
патологической;1;
эксренным;1;
дисфукция;1;
ЛПТрикуспидальный;1;
ПЖвыраженная;1;
ушка;1;
Живот;1;
граице;1;
Скоростной;1;
VIVIDЕ;1;
гипертензияПатологии;1;
полосой;1;
наркшения;1;
очаговых;1;
верхушечнопереднем;1;
Истончениебазальных;1;
гипетрензия;1;
фиброзным;1;
пространства;1;
болей;1;
однонаправленности;1;
Пластика;1;
предыдущем;1;
ориентирован;1;
диастола;1;
обычного;1;
aeanoiea—;1;
облзадней;1;
плавтики;1;
кальцинированный;1;
ангиорежиме;1;
ЛЖгквмОТС;1;
нисходящую;1;
гетерогенное;1;
сглажено;1;
Телосложение;1;
интенсивности;1;
прослеживается;1;
масимум;1;
ЛОКАЛЬНОЙ;1;
слабо;1;
приклапанной;1;
Запись;1;
интрадьюсера;1;
кинезии;1;
Клапанной;1;
охватывающей;1;
Em;1;
симптом;1;
органичено;1;
спайка;1;
появляется;1;
чатой;1;
\МЖП;1;
трикуспидпльная;1;
Эбштейна;1;
атеросклеороза;1;
ВМ;1;
подчеркнут;1;
Пульмональное;1;
венозная;1;
тиип;1;
недостатлчность;1;
цирулярно;1;
ммМПП;1;
распространенности;1;
упдлотнен;1;
EE';1;
предсердияАневризма;1;
ясные;1;
опр;1;
прокс;1;
исходной;1;
Исходно;1;
вместе;1;
Легочая;1;
СИстолическое;1;
брадикардиипротиворечия;1;
образованиевероятно;1;
фиброзые;1;
результатов;1;
анэхогенная;1;
Лоцируетя;1;
тчетливых;1;
регуургитация;1;
особеннностей;1;
ммртстАортальный;1;
ОАРИТ!;1;
пациентка;1;
~a;1;
Неотчетливо;1;
боку;1;
ригистрируется;1;
миокардаЛЖ;1;
пректически;1;
TAVSпжсмсек;1;
тиу;1;
Аоолулуний;1;
правогоь;1;
составляют;1;
переденижнеперегородочных;1;
физиологическая;1;
расшире;1;
занимает;1;
которую;1;
мех;1;
суэндокардиальный;1;
регулярный;1;
Существенной;1;
расшиерен;1;
сегментиов;1;
МЕДИНЖ;1;
допустимая;1;
ретроградный;1;
ИКДОИКСО;1;
некоторым;1;
регургитацияТрёхстворчатый;1;
восходяжего;1;
железа;1;
пережней;1;
СтенкиЛЖ;1;
аополулуний;1;
cito!;1;
позициифункционирует;1;
папилллярным;1;
VIг;1;
Концентирическая;1;
Нечепуренко;1;
уплотненыпролапс;1;
DR;1;
могут;1;
остается;1;
продолжительные;1;
адекватное;1;
котрастирования;1;
вжелудочковой;1;
конституциональные;1;
уд\мин;1;
ссредний;1;
седатирован;1;
смтекст;1;
ГЛЖОТС;1;
МИокрд;1;
АС+АН;1;
индексированная;1;
мембранозного;1;
срединной;1;
Даннных;1;
тахикардд;1;
Однако;1;
Признак;1;
стСДЛАмм;1;
Ушивание;1;
тела!;1;
параллельно;1;
двустворчатого;1;
расширению;1;
вариант;1;
Рекомендованно;1;
